Gen;Run;BehaNAlung;Repetition;delta_ct
GJC1;13;30d_NIM-2;1;0,0012106521
GJC1;13;30d_NIM-2;2;0,001039424
GJC1;13;30d_NIM-2;3;0,0010835639
GJC1;13;30d_NIM-2_1d_MAT;1;0,0005281859
GJC1;13;30d_NIM-2_1d_MAT;2;0,0005430352
GJC1;13;30d_NIM-2_1d_MAT;3;0,0007265418
GJC1;14;Control;1;0,0057855373
GJC1;14;Control;2;0,0061154173
GJC1;14;Control;3;0,0054356439
GJC1;14;NIM-1;1;0,0030156123
GJC1;14;NIM-1;2;0,0032320532
GJC1;14;NIM-1;3;0,0033460313
GJC1;14;7d_NIM-2;1;0,0020034006
GJC1;14;7d_NIM-2;2;0,0015078061
GJC1;14;7d_NIM-2;3;0,0014463843
GJC1;14;30d_NIM-2;1;0,0007987325
GJC1;14;30d_NIM-2;2;0,0008862492
GJC1;14;30d_NIM-2;3;0,0008098824
GJC1;14;30d_NIM-2_1d_MAT;1;0,0004270423
GJC1;14;30d_NIM-2_1d_MAT;2;0,0004270423
GJC1;14;30d_NIM-2_1d_MAT;3;0,0004330036
GJC1;15;Control;1;0,0074597
GJC1;15;Control;2;0,0070085579
GJC1;15;Control;3;0,0064491884
GJC1;15;NIM-1;1;0,0035531969
GJC1;15;NIM-1;2;0,0035042789
GJC1;15;NIM-1;3;0,0035779113
GJC1;15;7d_NIM-2;1;0,0024664755
GJC1;15;7d_NIM-2;2;0,0021471916
GJC1;15;7d_NIM-2;3;0,0019758192
GJC1;15;30d_NIM-2;1;0,0006487724
GJC1;15;30d_NIM-2;2;0,0006266728
GJC1;15;30d_NIM-2;3;0,0008098824
GJC1;15;30d_NIM-2_1d_MAT;1;0,0003517082
GJC1;15;30d_NIM-2_1d_MAT;2;0,0002539209
GJC1;15;30d_NIM-2_1d_MAT;3;0,0004068167
GJC1;16;Control;1;0,0159533145
GJC1;16;Control;2;0,0124302576
GJC1;16;Control;3;0,0106721895
GJC1;16;NIM-1;1;0,0030156123
GJC1;16;NIM-1;2;0,0024157162
GJC1;16;NIM-1;3;0,002625243
GJC1;16;7d_NIM-2;1;0,0006639367
GJC1;16;7d_NIM-2;2;0,0006067262
GJC1;16;7d_NIM-2;3;0,0007215232
GJC1;16;30d_NIM-2;1;0,0007822948
GJC1;16;30d_NIM-2;2;0,0009698169
GJC1;16;30d_NIM-2;3;0,0008326513
GJC1;16;30d_NIM-2_1d_MAT;1;0,0004608761
GJC1;16;30d_NIM-2_1d_MAT;2;0,0003590984
GJC1;16;30d_NIM-2_1d_MAT;3;0,0005956146
POU3F2;13;Control;1;5,13E-005
POU3F2;13;Control;2;4,47E-005
POU3F2;13;Control;3;4,20E-005
POU3F2;13;NIM-1;1;5,00E-005
POU3F2;13;NIM-1;2;5,95E-005
POU3F2;13;NIM-1;3;5,40E-005
POU3F2;13;7d_NIM-2;1;3,83E-005
POU3F2;13;7d_NIM-2;2;0,000025781
POU3F2;13;7d_NIM-2;3;3,40E-005
POU3F2;13;30d_NIM-2;1;1,93E-005
POU3F2;13;30d_NIM-2;2;1,74E-005
POU3F2;13;30d_NIM-2;3;2,39E-005
POU3F2;13;30d_NIM-2_1d_MAT;1;5,29E-005
POU3F2;13;30d_NIM-2_1d_MAT;2;7,64E-005
POU3F2;13;30d_NIM-2_1d_MAT;3;4,90E-005
POU3F2;14;Control;1;8,92E-005
POU3F2;14;Control;2;9,49E-005
POU3F2;14;Control;3;0,0001017042
POU3F2;14;NIM-1;1;4,34E-005
POU3F2;14;NIM-1;2;4,65E-005
POU3F2;14;NIM-1;3;4,71E-005
POU3F2;14;7d_NIM-2;1;1,76E-005
POU3F2;14;7d_NIM-2;2;1,49E-005
POU3F2;14;7d_NIM-2;3;0,000016544
POU3F2;14;30d_NIM-2;1;3,20E-005
POU3F2;14;30d_NIM-2;2;3,20E-005
POU3F2;14;30d_NIM-2;3;0,000038361
POU3F2;14;30d_NIM-2_1d_MAT;1;4,19E-005
POU3F2;14;30d_NIM-2_1d_MAT;2;3,99E-005
POU3F2;14;30d_NIM-2_1d_MAT;3;4,61E-005
POU3F2;15;Control;1;4,90E-005
POU3F2;15;Control;2;4,45E-005
POU3F2;15;Control;3;6,03E-005
POU3F2;15;NIM-1;1;5,18E-005
POU3F2;15;NIM-1;2;5,55E-005
POU3F2;15;NIM-1;3;0,000041496
POU3F2;15;7d_NIM-2;1;0,000010398
POU3F2;15;7d_NIM-2;2;1,03E-005
POU3F2;15;7d_NIM-2;3;3,78E-006
POU3F2;15;30d_NIM-2;1;3,14E-005
POU3F2;15;30d_NIM-2;2;2,46E-005
POU3F2;15;30d_NIM-2;3;2,62E-005
POU3F2;15;30d_NIM-2_1d_MAT;1;1,51E-005
POU3F2;15;30d_NIM-2_1d_MAT;2;2,01E-005
POU3F2;15;30d_NIM-2_1d_MAT;3;1,67E-005
POU3F2;16;Control;1;5,54E-005
POU3F2;16;Control;2;5,31E-005
POU3F2;16;Control;3;4,14E-005
POU3F2;16;NIM-1;1;3,43E-005
POU3F2;16;NIM-1;2;4,55E-005
POU3F2;16;NIM-1;3;0,000042466
POU3F2;16;7d_NIM-2;1;5,56E-006
POU3F2;16;7d_NIM-2;2;5,88E-006
POU3F2;16;7d_NIM-2;3;4,87E-006
POU3F2;16;30d_NIM-2;1;2,89E-005
POU3F2;16;30d_NIM-2;2;2,43E-005
POU3F2;16;30d_NIM-2;3;2,97E-005
POU3F2;16;30d_NIM-2_1d_MAT;1;1,85E-005
POU3F2;16;30d_NIM-2_1d_MAT;2;1,77E-005
POU3F2;16;30d_NIM-2_1d_MAT;3;1,44E-005
RBFOX3;17;Control;1;5,01E-006
RBFOX3;17;Control;2;3,96E-006
RBFOX3;17;Control;3;3,85E-006
RBFOX3;17;NIM-1;1;0,000014336
RBFOX3;17;NIM-1;2;1,92E-005
RBFOX3;17;NIM-1;3;2,55E-005
RBFOX3;17;7d_NIM-2;1;2,08E-008
RBFOX3;17;7d_NIM-2;2;NA
RBFOX3;17;7d_NIM-2;3;NA
RBFOX3;17;30d_NIM-2;1;2,41E-006
RBFOX3;17;30d_NIM-2;2;0,000001406
RBFOX3;17;30d_NIM-2;3;2,79E-006
RBFOX3;17;30d_NIM-2_1d_MAT;1;0,000004272
RBFOX3;17;30d_NIM-2_1d_MAT;2;4,10E-006
RBFOX3;17;30d_NIM-2_1d_MAT;3;8,97E-006
RBFOX3;18;Control;1;1,69E-005
RBFOX3;18;Control;2;2,10E-005
RBFOX3;18;Control;3;2,47E-005
RBFOX3;18;NIM-1;1;9,59E-006
RBFOX3;18;NIM-1;2;1,33E-005
RBFOX3;18;NIM-1;3;1,49E-005
RBFOX3;18;7d_NIM-2;1;0,000004526
RBFOX3;18;7d_NIM-2;2;2,33E-006
RBFOX3;18;7d_NIM-2;3;8,87E-006
RBFOX3;18;30d_NIM-2;1;1,24E-006
RBFOX3;18;30d_NIM-2;2;1,16E-006
RBFOX3;18;30d_NIM-2;3;6,51E-007
RBFOX3;18;30d_NIM-2_1d_MAT;1;1,29E-007
RBFOX3;18;30d_NIM-2_1d_MAT;2;2,68E-006
RBFOX3;18;30d_NIM-2_1d_MAT;3;2,81E-006
RBFOX3;19;Control;1;1,11E-005
RBFOX3;19;Control;2;1,76E-005
RBFOX3;19;Control;3;3,28E-006
RBFOX3;19;NIM-1;1;5,22E-006
RBFOX3;19;NIM-1;2;2,13E-005
RBFOX3;19;NIM-1;3;1,24E-005
RBFOX3;19;7d_NIM-2;1;2,50E-005
RBFOX3;19;7d_NIM-2;2;NA
RBFOX3;19;7d_NIM-2;3;2,80E-005
RBFOX3;19;30d_NIM-2;1;2,10E-006
RBFOX3;19;30d_NIM-2;2;7,77E-006
RBFOX3;19;30d_NIM-2;3;3,94E-006
RBFOX3;19;30d_NIM-2_1d_MAT;1;0,000002068
RBFOX3;19;30d_NIM-2_1d_MAT;2;3,97E-006
RBFOX3;19;30d_NIM-2_1d_MAT;3;3,34E-006
ENG;17;Control;1;0,4332685229
ENG;17;Control;2;0,4423724156
ENG;17;Control;3;0,4332685229
ENG;17;NIM-1;1;0,1103378745
ENG;17;NIM-1;2;0,1455916983
ENG;17;NIM-1;3;0,1476240827
ENG;17;7d_NIM-2;1;0,0210992179
ENG;17;7d_NIM-2;2;0,017619702
ENG;17;7d_NIM-2;3;0,0210992179
ENG;17;30d_NIM-2;1;0,0877778047
ENG;17;30d_NIM-2;2;0,0607909342
ENG;17;30d_NIM-2;3;0,0703161553
ENG;17;30d_NIM-2_1d_MAT;1;0,1352155833
ENG;17;30d_NIM-2_1d_MAT;2;0,134281581
ENG;17;30d_NIM-2_1d_MAT;3;0,1352155833
ENG;18;Control;1;0,189902833
ENG;18;Control;2;0,3446809172
ENG;18;Control;3;0,242042674
ENG;18;NIM-1;1;0,258816231
ENG;18;NIM-1;2;0,2431637369
ENG;18;NIM-1;3;0,3186401568
ENG;18;7d_NIM-2;1;0,1514240921
ENG;18;7d_NIM-2;2;0,112396317
ENG;18;7d_NIM-2;3;0,1155562075
ENG;18;30d_NIM-2;1;0,0470389609
ENG;18;30d_NIM-2;2;0,0656072927
ENG;18;30d_NIM-2;3;0,0438889024
ENG;18;30d_NIM-2_1d_MAT;1;0,0507657748
ENG;18;30d_NIM-2_1d_MAT;2;0,1466043687
ENG;18;30d_NIM-2_1d_MAT;3;0,0514744386
ENG;19;Control;1;0,4829681645
ENG;19;Control;2;0,5743491775
ENG;19;Control;3;0,7071067812
ENG;19;NIM-1;1;0,1137022992
ENG;19;NIM-1;2;0,1553219181
ENG;19;NIM-1;3;0,207809474
ENG;19;7d_NIM-2;1;0,1925537778
ENG;19;7d_NIM-2;2;0,1747462418
ENG;19;7d_NIM-2;3;0,1952417284
ENG;19;30d_NIM-2;1;0,0569826555
ENG;19;30d_NIM-2;2;0,0606506395
ENG;19;30d_NIM-2;3;0,091929179
ENG;19;30d_NIM-2_1d_MAT;1;0,0251493804
ENG;19;30d_NIM-2_1d_MAT;2;0,029292328
ENG;19;30d_NIM-2_1d_MAT;3;0,0249756609
ACTA2;17;Control;1;0,0885928042
ACTA2;17;Control;2;0,0530439982
ACTA2;17;Control;3;0,0523137258
ACTA2;17;NIM-1;1;0,0061295633
ACTA2;17;NIM-1;2;0,0051187242
ACTA2;17;NIM-1;3;0,0053360948
ACTA2;17;7d_NIM-2;1;0,0034084542
ACTA2;17;7d_NIM-2;2;0,0038347104
ACTA2;17;7d_NIM-2;3;0,002866157
ACTA2;17;30d_NIM-2;1;0,0043342558
ACTA2;17;30d_NIM-2;2;0,0049443617
ACTA2;17;30d_NIM-2;3;0,0057989202
ACTA2;17;30d_NIM-2_1d_MAT;1;0,0060173056
ACTA2;17;30d_NIM-2_1d_MAT;2;0,0059344635
ACTA2;17;30d_NIM-2_1d_MAT;3;0,0021422363
ACTA2;18;Control;1;0,0760627196
ACTA2;18;Control;2;0,0792927809
ACTA2;18;Control;3;0,0809588907
ACTA2;18;NIM-1;1;0,0100267648
ACTA2;18;NIM-1;2;0,0108211677
ACTA2;18;NIM-1;3;0,0134150849
ACTA2;18;7d_NIM-2;1;0,0294960723
ACTA2;18;7d_NIM-2;2;0,0265833488
ACTA2;18;7d_NIM-2;3;0,0215923887
ACTA2;18;30d_NIM-2;1;0,0036446601
ACTA2;18;30d_NIM-2;2;0,0036446601
ACTA2;18;30d_NIM-2;3;0,0049787525
ACTA2;18;30d_NIM-2_1d_MAT;1;0,0057588641
ACTA2;18;30d_NIM-2_1d_MAT;2;0,0084901161
ACTA2;18;30d_NIM-2_1d_MAT;3;0,0048426082
ACTA2;19;Control;1;0,048361406
ACTA2;19;Control;2;0,074842419
ACTA2;19;Control;3;0,074842419
ACTA2;19;NIM-1;1;0,0069601462
ACTA2;19;NIM-1;2;0,0070085579
ACTA2;19;NIM-1;3;0,0071063937
ACTA2;19;7d_NIM-2;1;0,0534129484
ACTA2;19;7d_NIM-2;2;0,0322028756
ACTA2;19;7d_NIM-2;3;0,042787504
ACTA2;19;30d_NIM-2;1;0,0040346708
ACTA2;19;30d_NIM-2;2;0,0116515578
ACTA2;19;30d_NIM-2;3;0,0057058861
ACTA2;19;30d_NIM-2_1d_MAT;1;0,0028927687
ACTA2;19;30d_NIM-2_1d_MAT;2;0,003561416
ACTA2;19;30d_NIM-2_1d_MAT;3;0,0051069111
TAGLN;20;Control;1;0,7737824968
TAGLN;20;Control;2;0,4931163522
TAGLN;20;Control;3;0,4796320597
TAGLN;20;NIM-1;1;0,0482497965
TAGLN;20;NIM-1;2;0,0422960476
TAGLN;20;NIM-1;3;0,0417137454
TAGLN;20;7d_NIM-2;1;0,006186475
TAGLN;20;7d_NIM-2;2;0,00475392
TAGLN;20;7d_NIM-2;3;0,0010936246
TAGLN;20;30d_NIM-2;1;0,006186475
TAGLN;20;30d_NIM-2;2;0,0055370503
TAGLN;20;30d_NIM-2;3;0,0075638336
TAGLN;20;30d_NIM-2_1d_MAT;1;0,0100732055
TAGLN;20;30d_NIM-2_1d_MAT;2;0,0131998621
TAGLN;20;30d_NIM-2_1d_MAT;3;0,0123159068
TAGLN;21;Control;1;0,5446243281
TAGLN;21;Control;2;0,5756777401
TAGLN;21;Control;3;0,3193772231
TAGLN;21;NIM-1;1;0,2176376408
TAGLN;21;NIM-1;2;0,1804911494
TAGLN;21;NIM-1;3;0,2414840822
TAGLN;21;7d_NIM-2;1;0,0429856818
TAGLN;21;7d_NIM-2;2;0,0295643015
TAGLN;21;7d_NIM-2;3;0,0638132579
TAGLN;21;30d_NIM-2;1;0,0126037775
TAGLN;21;30d_NIM-2;2;0,0068011763
TAGLN;21;30d_NIM-2;3;0,0121744466
TAGLN;21;30d_NIM-2_1d_MAT;1;0,0127502263
TAGLN;21;30d_NIM-2_1d_MAT;2;0,0133841253
TAGLN;21;30d_NIM-2_1d_MAT;3;0,0090784811
TAGLN;22;Control;1;0,6536846236
TAGLN;22;Control;2;0,573023681
TAGLN;22;Control;3;0,6536846236
TAGLN;22;NIM-1;1;0,138696184
TAGLN;22;NIM-1;2;NA
TAGLN;22;NIM-1;3;0,1190797498
TAGLN;22;7d_NIM-2;1;0,0471477696
TAGLN;22;7d_NIM-2;2;0,0442964021
TAGLN;22;7d_NIM-2;3;0,0481384444
TAGLN;22;30d_NIM-2;1;0,0065090678
TAGLN;22;30d_NIM-2;2;0,0030789767
TAGLN;22;30d_NIM-2;3;0,0050366028
TAGLN;22;30d_NIM-2_1d_MAT;1;0,0066612101
TAGLN;22;30d_NIM-2_1d_MAT;2;0,0060034187
TAGLN;22;30d_NIM-2_1d_MAT;3;0,0083732302
MYL2;20;Control;1;4,38E-006
MYL2;20;Control;2;7,90E-006
MYL2;20;Control;3;7,90E-006
MYL2;20;NIM-1;1;2,11E-006
MYL2;20;NIM-1;2;5,42E-006
MYL2;20;NIM-1;3;9,57E-006
MYL2;20;7d_NIM-2;1;1,34E-007
MYL2;20;7d_NIM-2;2;4,69E-008
MYL2;20;7d_NIM-2;3;2,94E-007
MYL2;20;30d_NIM-2;1;9,63E-007
MYL2;20;30d_NIM-2;2;1,76E-006
MYL2;20;30d_NIM-2;3;2,82E-006
MYL2;20;30d_NIM-2_1d_MAT;1;4,02E-006
MYL2;20;30d_NIM-2_1d_MAT;2;2,94E-006
MYL2;20;30d_NIM-2_1d_MAT;3;3,70E-006
MYL2;21;Control;1;3,99E-006
MYL2;21;Control;2;4,36E-006
MYL2;21;Control;3;1,70E-005
MYL2;21;NIM-1;1;1,88E-007
MYL2;21;NIM-1;2;2,77E-006
MYL2;21;NIM-1;3;2,77E-005
MYL2;21;7d_NIM-2;1;1,59E-005
MYL2;21;7d_NIM-2;2;1,33E-005
MYL2;21;7d_NIM-2;3;1,56E-005
MYL2;21;30d_NIM-2;1;5,18E-007
MYL2;21;30d_NIM-2;2;1,20E-005
MYL2;21;30d_NIM-2;3;8,47E-006
MYL2;21;30d_NIM-2_1d_MAT;1;2,73E-006
MYL2;21;30d_NIM-2_1d_MAT;2;4,22E-005
MYL2;21;30d_NIM-2_1d_MAT;3;3,15E-005
MYL2;22;Control;1;9,44E-006
MYL2;22;Control;2;0,00001228
MYL2;22;Control;3;1,32E-005
MYL2;22;NIM-1;1;8,29E-006
MYL2;22;NIM-1;2;0,000014237
MYL2;22;NIM-1;3;1,01E-005
MYL2;22;7d_NIM-2;1;4,71E-006
MYL2;22;7d_NIM-2;2;7,44E-006
MYL2;22;7d_NIM-2;3;3,96E-006
MYL2;22;30d_NIM-2;1;3,31E-006
MYL2;22;30d_NIM-2;2;1,75E-006
MYL2;22;30d_NIM-2;3;2,65E-006
MYL2;22;30d_NIM-2_1d_MAT;1;2,52E-006
MYL2;22;30d_NIM-2_1d_MAT;2;3,98E-007
MYL2;22;30d_NIM-2_1d_MAT;3;2,91E-006
SMYD1;20;Control;1;1,57E-006
SMYD1;20;Control;2;5,99E-007
SMYD1;20;Control;3;1,76E-006
SMYD1;20;NIM-1;1;1,25E-006
SMYD1;20;NIM-1;2;1,13E-006
SMYD1;20;NIM-1;3;3,71E-007
SMYD1;20;7d_NIM-2;1;NA
SMYD1;20;7d_NIM-2;2;NA
SMYD1;20;7d_NIM-2;3;NA
SMYD1;20;30d_NIM-2;1;1,27E-007
SMYD1;20;30d_NIM-2;2;0,000002092
SMYD1;20;30d_NIM-2;3;5,38E-007
SMYD1;20;30d_NIM-2_1d_MAT;1;1,50E-006
SMYD1;20;30d_NIM-2_1d_MAT;2;3,95E-007
SMYD1;20;30d_NIM-2_1d_MAT;3;2,17E-006
SMYD1;21;Control;1;9,90E-007
SMYD1;21;Control;2;1,35E-006
SMYD1;21;Control;3;6,81E-007
SMYD1;21;NIM-1;1;3,95E-006
SMYD1;21;NIM-1;2;8,13E-007
SMYD1;21;NIM-1;3;0,000000306
SMYD1;21;7d_NIM-2;1;3,03E-006
SMYD1;21;7d_NIM-2;2;1,77E-006
SMYD1;21;7d_NIM-2;3;1,47E-007
SMYD1;21;30d_NIM-2;1;2,26E-007
SMYD1;21;30d_NIM-2;2;1,95E-006
SMYD1;21;30d_NIM-2;3;3,54E-007
SMYD1;21;30d_NIM-2_1d_MAT;1;4,11E-006
SMYD1;21;30d_NIM-2_1d_MAT;2;3,73E-006
SMYD1;21;30d_NIM-2_1d_MAT;3;4,40E-006
SMYD1;22;Control;1;4,93E-007
SMYD1;22;Control;2;1,66E-006
SMYD1;22;Control;3;6,02E-007
SMYD1;22;NIM-1;1;6,74E-007
SMYD1;22;NIM-1;2;8,02E-007
SMYD1;22;NIM-1;3;1,71E-006
SMYD1;22;7d_NIM-2;1;2,50E-005
SMYD1;22;7d_NIM-2;2;8,56E-007
SMYD1;22;7d_NIM-2;3;2,22E-005
SMYD1;22;30d_NIM-2;1;3,05E-007
SMYD1;22;30d_NIM-2;2;1,36E-007
SMYD1;22;30d_NIM-2;3;1,46E-007
SMYD1;22;30d_NIM-2_1d_MAT;1;7,19E-008
SMYD1;22;30d_NIM-2_1d_MAT;2;2,66E-007
SMYD1;22;30d_NIM-2_1d_MAT;3;2,40E-007
